file,label
fake/file242.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1947.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1041.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1699.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1807.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1999.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1280.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file62.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file691.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file104.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file312.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1951.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1896.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file492.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file951.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1863.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1589.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file184.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2369.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1388.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file154.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file580.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1303.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file989.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2225.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2292.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1678.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file819.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file87.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file262.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1439.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2110.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file726.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1687.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1620.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1493.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file273.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1917.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file382.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file711.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file655.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file98.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2220.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file425.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file257.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1470.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file996.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file85.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1458.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1457.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file939.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file949.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file828.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1472.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file530.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file642.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1936.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1000.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2219.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file603.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file523.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1563.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1810.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1232.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file151.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1412.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file635.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1503.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1317.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2170.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1828.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1987.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file93.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file225.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2028.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1705.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file147.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1188.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1494.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2328.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1644.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file256.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file487.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file14.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file876.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2278.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1858.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file680.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1535.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1658.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1327.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1686.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2050.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file27.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2189.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1106.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file8.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1735.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1358.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file893.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file628.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1117.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1961.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1210.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2076.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1204.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2363.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1059.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1809.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1969.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2118.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1113.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1220.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1865.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1392.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file797.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file288.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file53.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file380.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file612.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file758.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1379.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file926.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1631.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1460.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file482.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1733.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2298.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1695.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file855.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file825.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file816.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file987.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file176.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1734.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2201.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file45.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1197.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1092.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file488.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file40.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2136.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file585.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2060.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1643.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2299.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1107.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1183.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file637.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file283.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2049.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1105.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file898.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1527.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file529.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1278.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2222.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2022.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file345.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file931.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file359.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file812.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1433.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2151.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file837.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file587.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1660.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2161.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file179.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2160.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file555.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file79.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1368.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1061.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file493.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file415.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file261.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file768.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file330.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1309.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file497.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1855.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1656.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file422.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file575.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2016.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1805.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file847.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file167.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1054.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file271.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2287.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file153.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1737.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file950.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file621.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1464.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2254.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2103.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file871.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file536.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2080.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file598.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1568.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1355.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file138.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1709.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1794.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1260.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1021.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1012.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2009.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1013.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file385.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1432.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2229.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file539.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1622.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file919.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1386.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1029.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file252.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1121.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file626.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1028.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file193.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file188.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2364.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1495.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2063.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2104.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2137.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file149.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file894.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1039.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1663.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file4.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1844.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1584.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2218.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file707.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1344.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file685.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1826.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1131.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2196.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1565.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2035.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1812.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file665.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file494.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1942.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1467.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2223.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file839.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2232.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file60.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1621.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file736.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1241.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2357.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file298.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1700.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file596.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file496.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file411.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1710.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2040.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1744.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2034.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file112.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1515.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1583.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1632.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1516.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2081.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1963.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file834.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file142.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1006.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1998.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file28.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file202.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file357.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1986.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1206.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1103.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1973.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1430.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file208.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file121.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1286.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file477.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file250.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file789.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1019.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file260.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1236.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file742.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1930.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2023.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1465.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1069.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file186.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1351.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file906.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file581.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2024.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2178.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file198.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file13.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file822.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file240.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1513.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file433.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file544.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file537.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1463.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file267.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file71.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file221.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file849.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1149.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file432.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file645.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2182.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file372.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1275.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2053.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file770.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file673.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1231.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file722.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2149.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1697.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file444.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1655.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1442.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file311.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1305.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1888.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1453.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1473.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1711.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1793.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file923.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1170.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2215.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file879.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file519.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file120.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file504.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file979.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1982.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file140.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file281.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1894.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2267.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file205.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1795.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file134.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file73.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1420.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1155.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1109.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file244.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2327.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file538.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1626.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1539.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1597.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file650.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1035.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file750.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1137.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1870.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file158.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file243.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1102.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file180.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file820.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1094.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1946.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file360.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file341.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file895.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file445.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file7.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2135.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file509.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1502.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1216.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file643.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file600.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1291.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2083.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1023.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file966.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file41.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1723.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file2093.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file652.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file238.wav_16k.wav_norm.wav_mono.wav_silence,spoof
fake/file1771.wav_16k.wav_norm.wav_mono.wav_silence,spoof
